date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2026-03-27,4960,854,0,142926,473,17870,17489, ,739,11,0,142926,60,488,439
2026-03-27,1303,1753,9,1982705,1499,54298,54053, ,174,0,0,1982705,195,195,0
2026-03-27,3706,372,19,331803,195,36430,36272, ,40,8,0,331803,37,52,23
2026-03-27,2546,2,0,32631,0,102,100, ,0,0,0,32631,0,0,0
2026-03-27,6533,40,7,12662,61,2170,2198, ,0,0,0,12662,0,1,1
2026-03-27,2014,0,0,0,1,2295,2296,OX ,0,0,0,0,0,0,0
2026-03-27,2514,1,0,98682,8,15323,15330, ,0,0,0,98682,0,2,2
2026-03-27,6271,283,3,52264,304,7156,7180, ,11,0,0,52264,1,3,2
2026-03-27,2357,43,1,185690,85,2669,2712, ,2,0,0,185690,10,10,0
2026-03-27,1524,44,2,41327,336,4870,5164, ,0,30,0,41327,2,59,87
2026-03-27,2547,248,0,258773,218,18177,18147, ,0,0,0,258773,0,0,0
2026-03-27,1504,282,14,594110,372,25106,25210, ,8,3,0,594110,11,63,55
2026-03-27,3691,30,0,19799,24,2051,2045,,0,2,0,19799,5,150,153
2026-03-27,2548,41,0,79929,15,1883,1857, ,1,0,0,79929,4,4,0
2026-03-27,2515,203,0,401976,557,28039,28393, ,0,21,0,401976,15,77,83
2026-03-27,4121,1,0,20696,13,5445,5457,,0,0,0,20696,0,7,7
2026-03-27,2353,796,3,761963,398,29757,29362, ,34,0,0,761963,16,16,0
2026-03-27,5876,31,0,1215400,8,1016,993, ,0,3,0,1215400,0,25,28
2026-03-27,1477,12,1,61673,4,349,342, ,4,2,0,61673,0,2,4
2026-03-27,2063,0,0,12025,0,85,85,11     C,0,0,0,12025,0,0,0
2026-03-27,5523,0,0,38750,1,4,5,11     C,0,0,0,38750,0,0,0
2026-03-27,4116,3,0,11141,3,222,222,11 X   C,0,0,0,11141,0,0,0
2026-03-27,2534,43,0,118556,3,12238,12198, ,0,0,0,118556,0,0,0
2026-03-27,2524,2,6,91495,2,3324,3330, ,0,0,0,91495,0,23,23
2026-03-27,4119,3,0,29877,1,526,524, ,0,0,0,29877,0,0,0
2026-03-27,1760,15,0,21434,2,941,928, ,0,0,0,21434,0,0,0
2026-03-27,6442,267,0,19518,154,4025,3912, ,66,1,0,19518,30,64,35
2026-03-27,1762,5,0,19229,4,822,821, ,0,0,0,19229,0,0,0
2026-03-27,4108,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,4106,0,0,25227,0,452,452, ,0,0,0,25227,0,0,0
2026-03-27,2535,5,0,67698,5,184,184, ,0,0,0,67698,0,1,1
2026-03-27,2528,34,1,108506,0,4365,4332, ,0,0,0,108506,0,29,29
2026-03-27,1305,3828,0,145262,3385,8558,8115, ,1141,11,0,145262,62,73,22
2026-03-27,2520,19,0,152371,20,4464,4465, ,10,0,0,152371,2,26,24
2026-03-27,1733,0,0,24987,0,3956,3956, ,0,0,0,24987,0,3,3
2026-03-27,1529,76,0,38773,115,3340,3379, ,0,1,0,38773,0,9,10
2026-03-27,6523,0,0,11261,0,58,58,,0,0,0,11261,0,0,0
2026-03-27,1777,1,0,11147,0,39,38,11     C,0,0,0,11147,0,0,0
2026-03-27,2356,303,0,896868,328,25816,25841, ,71,6,0,896868,3,4,7
2026-03-27,4958,5292,1,267641,2720,20247,17676, ,329,0,0,267641,67,67,0
2026-03-27,2536,3,0,83202,2,5749,5748, ,0,0,0,83202,0,0,0
2026-03-27,3008,12,0,33367,7,763,758, ,0,0,0,33367,0,0,0
2026-03-27,1710,2783,0,221425,977,9749,7943, ,29,106,0,221425,30,56,132
2026-03-27,2049,93,0,88448,385,5332,5624, ,19,3,0,88448,3,5,5
2026-03-27,1513,163,6,125778,210,7912,7965, ,0,0,0,125778,3,11,8
2026-03-27,2015,2,0,145399,1,73,72, ,0,0,0,145399,0,0,0
2026-03-27,1528,3460,6,47832,1762,12572,10880, ,62,22,0,47832,262,385,145
2026-03-27,6278,111,0,73099,20,2634,2543, ,0,19,0,73099,0,16,35
2026-03-27,1530,15,0,23648,3,127,115, ,0,0,0,23648,0,0,0
2026-03-27,2511,50,0,405831,10,3201,3161, ,0,0,0,405831,0,54,54
2026-03-27,4128,54,0,147042,27,7159,7132,,0,0,0,147042,0,52,52
2026-03-27,1236,0,0,21668,1,148,149, ,0,0,0,21668,0,0,0
2026-03-27,2838,12,0,1085137,56,478,522, ,0,0,0,1085137,1,1,0
2026-03-27,2345,504,0,140279,125,2290,1911, ,3,17,1,140279,0,70,88
2026-03-27,4919,2673,1,104941,1070,14314,12712, ,917,74,0,104941,536,704,242
2026-03-27,2365,69,1,55382,21,10289,10242, ,0,14,0,55382,0,112,126
2026-03-27,2013,0,0,50000,6,1458,1464, ,0,0,0,50000,0,0,0
2026-03-27,1786,3,0,18706,27,6015,6039, ,0,0,0,18706,0,21,21
2026-03-27,3596,119,2,55088,104,1225,1212, ,8,0,0,55088,9,9,0
2026-03-27,2849,0,0,223623,0,132,132, ,0,0,0,223623,0,0,0
2026-03-27,2344,8161,71,1125000,17484,119839,129233, ,1308,0,0,1125000,800,800,0
2026-03-27,1717,593,0,293061,444,22863,22714, ,12,6,0,293061,13,583,576
2026-03-27,2850,5,0,78990,1,155,151, ,0,0,0,78990,0,0,0
2026-03-27,1531,5,0,45527,6,2150,2151, ,0,0,0,45527,0,0,0
2026-03-27,6505,940,11,2381489,304,15056,14431, ,52,1,0,2381489,2,15,14
2026-03-27,3593,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,3686,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,3583,326,0,20082,292,2929,2895,X ,0,0,3,20082,0,0,3
2026-03-27,2504,164,0,295000,4,3330,3170, ,0,0,0,295000,0,0,0
2026-03-27,1234,0,0,100467,0,39,39, ,0,0,0,100467,0,0,0
2026-03-27,6643,157,0,10449,212,2717,2772,,8,16,0,10449,4,20,8
2026-03-27,1466,31,0,27789,56,4679,4704, ,7,6,0,27789,7,70,69
2026-03-27,1310,1259,0,131967,657,12537,11935, ,7,3,0,131967,8,86,81
2026-03-27,2852,35,0,75290,0,350,315, ,0,0,0,75290,0,0,0
2026-03-27,1713,10,3,37737,25,3001,3019, ,0,0,0,37737,0,0,0
2026-03-27,6120,103,0,149749,371,8139,8407, ,0,32,0,149749,7,22,47
2026-03-27,2712,1,0,26250,0,30,29, ,0,0,0,26250,0,0,0
2026-03-27,5522,40,0,195399,5,1456,1421, ,0,0,0,195399,0,0,0
2026-03-27,2509,21,0,56137,0,650,629, ,0,0,0,56137,0,0,0
2026-03-27,2501,79,0,289890,88,5893,5902, ,0,0,0,289890,0,36,36
2026-03-27,2505,21,0,95000,2,2501,2482, ,0,0,0,95000,0,0,0
2026-03-27,3597,5,0,9809,0,1456,1451,,0,0,0,9809,0,0,0
2026-03-27,1301,674,0,1591435,519,21109,20954, ,93,38,0,1591435,1,15,52
2026-03-27,2597,9,1,77679,0,497,489, ,0,0,0,77679,0,13,13
2026-03-27,5546,0,0,20588,0,23,23, ,0,0,0,20588,0,0,0
2026-03-27,2351,628,6,45535,633,6177,6188, ,7,20,0,45535,32,484,472
2026-03-27,2364,2,3,13097,2,949,952, ,0,0,0,13097,0,0,0
2026-03-27,6415,368,1,97215,276,5964,5873, ,40,16,0,97215,1,31,46
2026-03-27,1521,0,0,19057,0,373,373, ,0,0,0,19057,0,0,0
2026-03-27,2851,26,2,200097,97,1481,1554, ,0,0,0,200097,0,0,0
2026-03-27,6230,8,1,21585,12,495,500, ,0,1,0,21585,0,1,2
2026-03-27,2834,146,0,2429515,17,5441,5312, ,0,1,0,2429515,0,37,38
2026-03-27,3661,121,9,19782,62,5946,5896, ,21,17,0,19782,3,6,20
2026-03-27,2718,5,0,18144,6,316,317,,0,0,0,18144,0,0,0
2026-03-27,2348,4,2,37974,18,1762,1778, ,0,0,0,37974,0,41,41
2026-03-27,2812,19,0,1505406,4,3986,3971, ,0,0,0,1505406,0,0,0
2026-03-27,1784,13,0,13280,35,2113,2135,,0,0,0,13280,2,0,2
2026-03-27,4961,27,2,30313,15,2415,2405, ,0,0,0,30313,5,5,0
2026-03-27,1309,538,0,99396,1569,7985,9016, ,18,3,0,99396,248,376,131
2026-03-27,1256,2,0,8943,0,315,313, ,0,0,0,8943,0,0,0
2026-03-27,4126,0,0,18150,0,743,743,,0,0,0,18150,0,0,0
2026-03-27,6547,235,10,82187,216,7699,7690,,193,172,0,82187,35,2455,2318
2026-03-27,6274,1070,1,72189,575,9171,8677,,16,50,0,72189,44,1083,1077
2026-03-27,3653,97,0,36217,67,1620,1590, ,10,0,0,36217,9,9,0
2026-03-27,2816,3,0,55902,5,335,337, ,0,0,0,55902,0,0,0
2026-03-27,2820,1,0,335740,0,591,590, ,0,0,0,335740,0,0,0
2026-03-27,2506,0,0,75125,0,2042,2042, ,0,0,0,75125,0,1,1
2026-03-27,1718,250,10,421476,236,12418,12414, ,2,1,0,421476,0,33,34
2026-03-27,6005,134,0,542727,345,3590,3801, ,1,0,0,542727,0,0,0
2026-03-27,5880,74,0,3920234,0,1472,1398, ,0,10,0,3920234,0,32,42
2026-03-27,1722,306,1,245000,224,2780,2699, ,20,0,0,245000,1,4,3
2026-03-27,3023,200,1,60017,138,1723,1662, ,1,1,0,60017,4,12,9
2026-03-27,6285,5350,1,120915,4105,22178,20934, ,864,16,0,120915,118,123,21
2026-03-27,3041,52,0,29268,10,3267,3225, ,1,0,0,29268,1,9,8
2026-03-27,4743,62,0,120102,32,12246,12216,,0,2,0,120102,0,84,82
2026-03-27,3033,182,2,120170,185,5329,5334, ,0,5,5,120170,2,89,97
2026-03-27,3044,29,0,131401,22,6363,6356, ,3,0,0,131401,4,4,0
2026-03-27,1580,1,0,12334,0,18,17,,0,0,0,12334,0,0,0
2026-03-27,3228,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-03-27,3048,59,0,61207,98,6091,6130, ,5,60,0,61207,0,17,77
2026-03-27,3105,5888,25,105985,3731,43338,41206,,120,319,0,105985,38,523,242
2026-03-27,2303,755,67,3144631,2812,68919,71043, ,93,13,0,3144631,78,144,79
2026-03-27,6257,1734,1,120978,3339,11298,12904, ,52,0,0,120978,9,9,0
2026-03-27,1723,1126,0,59226,167,2806,1847, ,1,0,0,59226,10,10,0
2026-03-27,2208,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,1589,0,0,0,71,2600,2671,OX ,0,0,0,0,0,0,0
2026-03-27,1537,0,0,20515,0,41,41, ,0,0,0,20515,0,0,0
2026-03-27,1583,0,0,27350,0,27,27, ,0,0,0,27350,0,0,0
2026-03-27,1321,11,0,56807,18,7416,7423,X ,0,0,0,56807,0,0,0
2026-03-27,3032,12,18,25821,13,6343,6362, ,0,58,0,25821,0,125,183
2026-03-27,5533,0,0,71311,2,756,758, ,0,0,0,71311,0,0,0
2026-03-27,3050,138,0,38746,43,3812,3717, ,3,0,0,38746,0,4,4
2026-03-27,1519,193,3,78970,121,2841,2772, ,3,16,0,78970,2,89,103
2026-03-27,5904,3,0,26610,2,195,194,,0,0,0,26610,0,0,0
2026-03-27,1307,40,0,99454,74,2283,2317, ,0,0,0,99454,0,16,16
2026-03-27,2723,0,0,45000,6,2337,2343, ,0,0,0,45000,1,1,0
2026-03-27,4966,13,2,20014,14,5048,5051,X,0,0,0,20014,5,0,5
2026-03-27,3040,17,0,16552,62,13248,13293,@ ,0,9,0,16552,1,21,29
2026-03-27,3035,178,3,65137,61,15574,15460, ,0,1,0,65137,7,52,46
2026-03-27,2408,7924,40,774656,8707,113250,114073, ,229,1396,1,774656,372,1478,2503
2026-03-27,5512,97,0,191578,3,4087,3993,,0,0,0,191578,1,0,1
2026-03-27,3049,0,0,0,0,134,134,OX ,0,0,0,0,0,0,0
2026-03-27,2436,307,1,49982,272,5133,5099, ,23,0,0,49982,16,16,0
2026-03-27,3038,5,0,39351,18,1351,1364, ,0,0,0,39351,0,1,1
2026-03-27,1210,40,0,223691,64,1030,1054, ,0,0,0,223691,4,4,0
2026-03-27,1586,56,2,21712,0,13885,13831,,0,0,0,21712,0,0,0
2026-03-27,3043,1,0,9743,3,1309,1311, ,0,0,0,9743,0,0,0
2026-03-27,8210,84,1,31329,96,3268,3281, ,6,0,0,31329,9,9,0
2026-03-27,2009,52,0,89905,38,5012,4998, ,0,5,0,89905,0,65,70
2026-03-27,2429,0,0,0,0,5227,5227,OX ,0,1,0,0,0,11,12
2026-03-27,5519,55,0,54799,3,770,718, ,0,0,0,54799,0,0,0
2026-03-27,4163,0,0,12661,1,71,72,,0,0,0,12661,0,0,0
2026-03-27,2421,384,3,71735,120,7212,6951, ,2,6,0,71735,6,11,11
2026-03-27,5371,120,15,97745,618,23646,24159,,0,28,0,97745,26,227,225
2026-03-27,3046,12,0,19612,4,1111,1103, ,0,0,0,19612,0,0,0
2026-03-27,2204,52,0,138405,12,3670,3630, ,0,0,0,138405,0,0,0
2026-03-27,3085,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-03-27,3045,86,0,930815,211,652,777, ,1,0,0,930815,0,0,0
2026-03-27,3059,48,3,76810,53,12566,12574, ,1,2,0,76810,2,10,10
2026-03-27,4168,0,1,0,0,261,262,OX,0,0,0,0,0,0,0
2026-03-27,3036,204,0,317086,124,3356,3276, ,2,43,4,317086,16,1014,1045
2026-03-27,1215,40,0,73697,2,492,454, ,0,0,0,73697,0,0,0
2026-03-27,8081,4,0,21543,16,867,879, ,0,0,0,21543,0,0,0
2026-03-27,3209,518,11,58847,179,4223,3895, ,5,1,0,58847,0,5,6
2026-03-27,1101,261,20,1880795,77,30841,30677, ,1,0,0,1880795,21,51,30
2026-03-27,1526,1,1,15000,11,904,915, ,0,0,0,15000,0,0,0
2026-03-27,6244,587,35,96760,639,14971,15058,,19,34,0,96760,138,1313,1417
2026-03-27,3211,2004,0,38592,947,7985,6928,,14,64,5,38592,36,225,202
2026-03-27,2065,12,0,15879,0,558,546,X,0,0,0,15879,0,0,0
2026-03-27,2393,51,0,110848,72,1831,1852, ,0,5,0,110848,20,55,40
2026-03-27,5531,11,0,244397,0,2656,2645, ,0,0,0,244397,0,0,0
2026-03-27,1535,0,0,30935,1,82,83, ,0,0,0,30935,0,0,0
2026-03-27,2064,0,0,17332,0,43,43,,0,0,0,17332,0,0,0
2026-03-27,3034,250,0,152127,273,4164,4187, ,14,0,0,152127,7,7,0
2026-03-27,2010,95,0,161913,20,1395,1320, ,11,0,0,161913,0,1,1
2026-03-27,3047,113,64,56171,86,7529,7566, ,20,0,0,56171,3,7,4
2026-03-27,3062,3511,6,82522,1597,13314,11406, ,69,4,0,82522,35,50,19
2026-03-27,2301,303,2,579193,1261,16420,17380, ,3,31,0,579193,34,105,102
2026-03-27,4174,0,1,0,1,911,913,OX,0,0,0,0,0,0,0
2026-03-27,2201,212,0,267500,288,11116,11192, ,5,0,0,267500,2,2,0
2026-03-27,1319,16,1,147869,24,5159,5168, ,0,2,0,147869,0,58,60
2026-03-27,2406,855,34,87726,846,15453,15478, ,16,319,0,87726,39,1186,1466
2026-03-27,3037,47,11,393882,182,31055,31201, ,138,0,0,393882,3,3,0
2026-03-27,1582,4585,0,36067,1671,8871,5957, ,279,0,0,36067,147,147,0
2026-03-27,2538,5,0,111256,2,2927,2924, ,0,0,0,111256,2,2,0
2026-03-27,5515,12,0,50400,34,1733,1755, ,0,0,0,50400,0,0,0
2026-03-27,3231,673,13,795103,534,60415,60289, ,16,0,0,795103,9,9,0
2026-03-27,3030,472,2,59054,422,6492,6444, ,14,4,0,59054,14,16,6
2026-03-27,3052,0,0,58311,6,1545,1551, ,0,0,0,58311,0,0,0
2026-03-27,2207,4,2,139275,0,95,93, ,1,0,0,139275,0,0,0
2026-03-27,1590,17,0,49999,2,127,112, ,0,0,0,49999,0,0,0
2026-03-27,3028,222,0,59310,341,3853,3972, ,1,4,0,59310,0,18,22
2026-03-27,3057,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,3051,12,0,34159,25,2784,2797, ,0,0,0,34159,0,1,1
2026-03-27,5534,23,0,78831,56,3438,3471,X ,0,0,0,78831,0,0,0
2026-03-27,1326,1454,0,1465296,2065,21475,22086, ,330,40,0,1465296,3,26,63
2026-03-27,5483,897,3,160305,189,8567,7862,,22,1,0,160305,1,2,2
2026-03-27,6277,541,0,29867,91,872,422, ,3,0,0,29867,1,1,0
2026-03-27,4175,0,0,10580,0,29,29,,0,0,0,10580,0,0,0
2026-03-27,6245,42,0,36652,20,2281,2259,,0,1,0,36652,0,4,3
2026-03-27,3189,482,0,131731,522,28326,28366, ,558,4,0,131731,19,29,14
2026-03-27,4171,5,0,14614,0,917,912,,0,0,0,14614,0,0,0
2026-03-27,2439,10,1,63456,29,3032,3052, ,0,0,0,63456,0,0,0
2026-03-27,3031,449,0,43300,184,4185,3920, ,2,12,0,43300,0,16,28
2026-03-27,8044,25,0,33644,15,2542,2532,,0,0,0,33644,15,33,48
2026-03-27,2397,1,0,28672,3,1298,1300, ,0,0,0,28672,0,0,0
2026-03-27,2103,352,0,206427,220,11224,11092, ,1,0,0,206427,0,0,0
2026-03-27,2409,4882,125,1886774,3843,181503,180589, ,161,66,0,1886774,2454,3459,1071
2026-03-27,6239,623,0,189786,196,7710,7283, ,20,9,0,189786,8,12,13
2026-03-27,2516,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,3141,24,2,18865,20,4107,4105,,0,0,0,18865,0,6,6
2026-03-27,4162,8,0,36419,25,3019,3036,,0,0,0,36419,0,2,2
2026-03-27,2007,0,0,0,0,222,222,OX ,0,0,0,0,0,0,0
2026-03-27,1102,46,0,886640,39,1582,1575, ,0,0,0,886640,3,3,0
2026-03-27,2008,0,0,47713,1,254,255, ,0,0,0,47713,0,0,0
2026-03-27,6409,12,3,21925,10,1539,1540, ,3,0,0,21925,0,0,0
2026-03-27,1584,56,6,58117,11,6845,6806,,0,0,0,58117,0,13,13
2026-03-27,1536,15,2,69739,32,8462,8481, ,8,0,0,69739,11,11,0
2026-03-27,3042,21,0,79498,72,2808,2859, ,1,0,0,79498,2,2,0
2026-03-27,2719,0,0,0,0,73,73,OX,0,0,0,0,0,0,0
2026-03-27,2412,27,0,1939361,26,510,509, ,1,0,0,1939361,1,1,0
2026-03-27,6446,145,1,94980,74,7647,7577, ,9,0,0,94980,0,0,0
2026-03-27,2399,390,38,44525,371,10648,10667, ,305,13,0,44525,17,186,182
2026-03-27,1516,0,0,0,0,18,18,OX ,0,0,0,0,0,0,0
2026-03-27,1560,101,3,37136,63,2102,2067, ,0,7,1,37136,9,101,100
2026-03-27,3230,26,0,17752,39,6228,6241,,0,3,0,17752,13,70,80
2026-03-27,2441,1019,3,142211,351,27259,26594, ,5,2,0,142211,4,6,4
2026-03-27,1216,77,0,1420503,58,1636,1617, ,25,0,0,1420503,0,7,7
2026-03-27,6456,436,1,84484,1468,9445,10478, ,8,4,0,84484,11,11,4
2026-03-27,2388,572,22,138982,519,15999,15968, ,29,187,0,138982,31,214,370
2026-03-30,2816,1,0,55902,11,325,335, ,0,0,0,55902,0,0,0
2026-03-30,3045,1,0,930815,90,563,652, ,24,0,0,930815,12,12,0
2026-03-30,1609,87,10,196315,186,12338,12447, ,0,1,0,196315,13,24,12
2026-03-30,4961,127,0,30313,126,2416,2415, ,15,0,0,30313,0,5,5
2026-03-30,6274,1172,1,72189,810,9532,9171,,7,0,1,72189,77,1005,1083
2026-03-30,2345,84,0,140279,149,2225,2290, ,0,9,0,140279,3,64,70
2026-03-30,2393,77,0,110848,331,1577,1831, ,3,4,0,110848,0,51,55
2026-03-30,2365,48,15,55382,51,10271,10289, ,0,16,0,55382,3,99,112
2026-03-30,5483,496,1,160305,570,8492,8567,,7,2,0,160305,0,4,2
2026-03-30,2008,1,0,47713,0,255,254, ,0,0,0,47713,0,0,0
2026-03-30,3653,134,0,36217,45,1709,1620, ,7,5,0,36217,1,5,9
2026-03-30,1309,547,5,99396,124,8403,7985, ,0,2,0,99396,85,459,376
2026-03-30,3041,12,0,29268,0,3279,3267, ,0,2,0,29268,0,7,9
2026-03-30,1722,276,0,245000,201,2855,2780, ,1,0,0,245000,1,5,4
2026-03-30,3085,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-03-30,6547,442,9,82187,214,7918,7699,,381,212,0,82187,41,2626,2455
2026-03-30,2409,1436,160,1886774,2299,180480,181503, ,15,20,0,1886774,953,4392,3459
2026-03-30,1784,46,7,13280,18,2134,2113,,0,0,0,13280,0,0,0
2026-03-30,2855,131,0,400353,25,4662,4556, ,0,0,0,400353,0,0,0
2026-03-30,3583,164,1,20082,317,2775,2929,X ,0,0,0,20082,0,0,0
2026-03-30,1256,6,0,8943,1,320,315, ,0,0,0,8943,0,0,0
2026-03-30,3043,12,0,9743,2,1319,1309, ,0,0,0,9743,0,0,0
2026-03-30,2849,0,0,223623,0,132,132, ,0,0,0,223623,0,0,0
2026-03-30,5522,27,0,195399,10,1473,1456, ,0,0,0,195399,0,0,0
2026-03-30,2852,0,0,75290,3,347,350, ,0,0,0,75290,0,0,0
2026-03-30,2049,333,0,88448,333,5332,5332, ,4,4,0,88448,29,30,5
2026-03-30,1713,0,0,37737,11,2990,3001, ,0,0,0,37737,0,0,0
2026-03-30,2850,0,0,78990,0,155,155, ,0,0,0,78990,0,0,0
2026-03-30,2506,1,0,75125,0,2043,2042, ,0,0,0,75125,0,1,1
2026-03-30,1321,27,0,56807,21,7422,7416,X ,0,0,0,56807,0,0,0
2026-03-30,1236,0,0,21668,0,148,148, ,0,0,0,21668,0,0,0
2026-03-30,2838,1,0,1085137,0,479,478, ,0,0,0,1085137,0,1,1
2026-03-30,1310,4428,0,131967,2213,14752,12537, ,23,1,0,131967,15,100,86
2026-03-30,4128,24,2,147042,15,7166,7159,,0,0,0,147042,0,52,52
2026-03-30,6505,1945,121,2381489,801,16079,15056, ,20,5,0,2381489,2,12,15
2026-03-30,1786,14,0,18706,16,6013,6015, ,0,0,0,18706,0,21,21
2026-03-30,1531,12,0,45527,10,2152,2150, ,0,0,0,45527,0,0,0
2026-03-30,3105,3304,1,105985,5042,41599,43338,,94,239,0,105985,99,663,523
2026-03-30,2344,7557,24,1125000,7588,119784,119839, ,2634,109,0,1125000,1473,2164,800
2026-03-30,3596,116,2,55088,149,1190,1225, ,0,0,0,55088,4,13,9
2026-03-30,1583,1,0,27350,0,28,27, ,0,0,0,27350,0,0,0
2026-03-30,6456,313,0,84484,487,9271,9445, ,0,4,0,84484,7,14,11
2026-03-30,1513,89,12,125778,104,7885,7912, ,0,1,1,125778,0,9,11
2026-03-30,3593,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-30,3042,86,2,79498,30,2862,2808, ,0,0,0,79498,0,2,2
2026-03-30,2540,2,0,236218,4,3104,3106, ,0,19,0,236218,0,169,188
2026-03-30,2354,116,7,353621,106,26006,26003, ,0,0,0,353621,7,14,7
2026-03-30,1102,20,8,886640,64,1530,1582, ,1,0,0,886640,0,3,3
2026-03-30,2851,4,0,200097,126,1359,1481, ,0,0,0,200097,0,0,0
2026-03-30,2010,52,0,161913,85,1362,1395, ,0,0,0,161913,0,1,1
2026-03-30,1718,392,0,421476,510,12300,12418, ,2,0,0,421476,0,33,33
2026-03-30,2065,5,0,15879,14,549,558,X,0,0,0,15879,0,0,0
2026-03-30,2501,305,0,289890,73,6125,5893, ,0,2,0,289890,0,34,36
2026-03-30,3141,60,25,18865,14,4128,4107,,0,0,0,18865,0,6,6
2026-03-30,2013,14,0,50000,7,1465,1458, ,0,0,0,50000,0,0,0
2026-03-30,1466,33,0,27789,31,4681,4679, ,6,7,0,27789,0,63,70
2026-03-30,6643,107,0,10449,104,2720,2717,,4,4,0,10449,6,18,20
2026-03-30,6415,183,11,97215,214,5922,5964, ,1,1,0,97215,2,32,31
2026-03-30,4919,1273,0,104941,2357,13230,14314, ,83,135,0,104941,88,657,704
2026-03-30,3044,227,2,131401,47,6541,6363, ,6,0,0,131401,3,7,4
2026-03-30,4171,0,0,14614,0,917,917,,0,0,0,14614,0,0,0
2026-03-30,1234,0,0,100467,0,39,39, ,0,0,0,100467,0,0,0
2026-03-30,4966,30,22,20014,22,5034,5048,X,0,0,0,20014,0,0,0
2026-03-30,2504,47,0,295000,86,3291,3330, ,0,0,0,295000,0,0,0
2026-03-30,2834,47,0,2429515,128,5360,5441, ,0,1,0,2429515,0,36,37
2026-03-30,2505,3,0,95000,0,2504,2501, ,0,0,0,95000,0,0,0
2026-03-30,6005,592,0,542727,66,4116,3590, ,0,0,0,542727,38,38,0
2026-03-30,3597,0,0,9809,0,1456,1456,,0,0,0,9809,0,0,0
2026-03-30,2812,56,0,1505406,8,4034,3986, ,0,0,0,1505406,0,0,0
2026-03-30,2441,1501,0,142211,785,27975,27259, ,3,4,0,142211,4,6,6
2026-03-30,2538,1,0,111256,0,2928,2927, ,0,0,0,111256,0,2,2
2026-03-30,2364,7,0,13097,0,956,949, ,0,0,0,13097,0,0,0
2026-03-30,2356,614,3,896868,246,26181,25816, ,1,3,0,896868,9,10,4
2026-03-30,3057,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-30,4106,5,0,25227,0,457,452, ,0,0,0,25227,0,0,0
2026-03-30,2537,6,0,75139,6,3684,3684, ,0,0,0,75139,0,0,0
2026-03-30,4958,1577,0,267641,4432,17392,20247, ,208,20,0,267641,31,78,67
2026-03-30,2516,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-30,1560,173,1,37136,160,2114,2102, ,0,8,0,37136,0,93,101
2026-03-30,1717,392,23,293061,843,22389,22863, ,1,43,0,293061,1,541,583
2026-03-30,2399,256,0,44525,336,10568,10648, ,230,16,0,44525,2,172,186
2026-03-30,1519,111,0,78970,167,2785,2841, ,0,15,1,78970,6,79,89
2026-03-30,5880,12,0,3920234,25,1459,1472, ,0,27,0,3920234,0,5,32
2026-03-30,6523,0,0,11261,0,58,58,,0,0,0,11261,0,0,0
2026-03-30,6285,3379,0,120915,4114,21443,22178, ,30,74,0,120915,15,64,123
2026-03-30,6510,62,0,8197,81,507,526,,1,17,0,8197,0,17,0
2026-03-30,3711,110,0,1113449,266,4559,4715, ,10,13,0,1113449,8,314,319
2026-03-30,3050,33,0,38746,32,3813,3812, ,0,0,0,38746,0,4,4
2026-03-30,4121,4,0,20696,55,5394,5445,,0,0,0,20696,0,7,7
2026-03-30,1304,3906,0,297190,2463,12912,11469, ,59,17,0,297190,108,306,215
2026-03-30,1777,0,0,11147,0,39,39,11     C,0,0,0,11147,0,0,0
2026-03-30,4938,356,1,670541,174,4971,4790, ,0,2,0,670541,5,6,3
2026-03-30,6239,696,27,189786,611,7768,7710, ,2,2,0,189786,15,25,12
2026-03-30,2542,123,2,543270,36,8004,7919, ,0,1,0,543270,0,0,1
2026-03-30,3046,2,0,19612,5,1108,1111, ,0,0,0,19612,0,0,0
2026-03-30,2015,4,0,145399,5,72,73, ,0,0,0,145399,0,0,0
2026-03-30,1529,90,0,38773,30,3400,3340, ,0,0,0,38773,0,9,9
2026-03-30,3051,35,0,34159,49,2770,2784, ,0,0,0,34159,0,1,1
2026-03-30,2103,1080,20,206427,387,11897,11224, ,48,0,0,206427,0,0,0
2026-03-30,1307,128,8,99454,183,2220,2283, ,2,0,0,99454,7,23,16
2026-03-30,2357,50,0,185690,28,2691,2669, ,1,0,0,185690,2,12,10
